Name,Type,One Liner,Industry,Website,Service / Product Description,Business Model,Technology,Customer,Pain Point,Value Chain,Theme,Focus Area,Opportunity Space,Founded,Employees,Country,City,Funded,Funding Stage,Latest Funding Date,Total Funding (USD),Latest Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Inc. Radar,Hero,Comments,,,Old or New
Venditz,,Software solutions provider for the logistics industry,Maritime,https://www.venditz.com,"Venditz is a provider of software solutions for the logistics industry. Offers 'Isa Moa', an app-based (iOS/Android) solution that matches users (shippers & freight forwarders) with a network of carriers through dynamic pricing, AI-based matching algorithms & demand distribution technology. Additionally, the company also offers 'Sendi', a web-based matching platform for freight transportation.",,,,,,,,,2015,,South Korea,Haeundae,Yes,Seed,,525990,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
Vento Maritime,,"Strategic Weather Routing, Offshore Weather Services, Lightning Alert Service,",,http://ventomaritime.dk/,"Vento Maritime was founded in January 2017 by Carsten N. Kofoed and Hans Christian Hansen. Together they have more than 20 years of experience in the maritime business within meteorology, oceanography and operational services. They are dedicated to helping maritime customers improve safety at sea, save fuel and time and help reduce CO2 emissions.",,,,,,,,,2017,,Denmark,,,,,,,,,,,,,,4.3 Risk management,Old
Veratrak,,,,https://veratrak.com/,Veratrak is a decentralized supply chain platform for the pharmaceutical industry. Offers immutable documentation processes and connects various stakeholders in the supply chain for fast and secure logistics. Integrates with the existing ERP system of its clients.,,,,,,,,,2017,,,,,,,$200K,,,,,,,,,,Old
Verde Solutions,,Full service energy consulting firm,Energy,,,,,,,,,,,2012,,USA,Chicago,No,Unfunded,,,,Existing,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old
Veridium,,Tokenized marketplace for carbon markets,Blockchain,https://www.veridium.io,Veridium provides a tokenized marketplace for natural capital assets including carbon credit assets. It turns industry-standard carbon offsets into tradeable tokenized assets and automates the corporate carbon credit accounting and offsetting process across global supply chains. Also offers EcoSmart protocol which allows companies to offset the environmental impact of their activities.,,,,,,,,,2016,,China,Kowloon,Yes,Funded,,,,Emerging,,,,,,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old
VERT Rotors,,Manufacturer of low-vibration Conical Rotary Compressors,Built Environment,,,,,,,,,,,2015,,England,Edinburgh,No,Seed,,1700000,,Emerging,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old
Vertical Field,,Green wall which captures CO2,Chemicals,,,,,,,,,,,2014,,Israel,Ramot Naftali,No,Unfunded,,,,Emerging,,,,,,"Carbon CS, offsetting & trading",Carbon Capture & Storage,Old
Veson Nautical,,Software solutions for maritime industries,,https://veson.com/,"Veson Nautical is the provider of commercial maritime software for vessel owners, charterers, and operators. Their solutions include software offerings for voyage estimation, performance reporting, bunker management, laytime calculation, freight trading, and ship-to-shore communications. The company has two primary solutions: IMOS is the enterprise software solution providing business intelligence by analysing a constant flow of data; and VesLink, a tool for automated data entry for vehicles.",,,,,,,,,2003,,USA,Boston,,Undisclosed,,,,,,,,,,Smart Ports,4.2 Fleet management,Old
Vessel Bot,,,,,Digital chartering marketplace,,,,,,,,,,,,,,,,,,,,,,,,,Digital Chartering,Old
Vesselbot,,Marketplace for charterers and vessel owners,Maritime,https://www.vesselbot.com,"Vesselbot provides an online marketplace for vessel owners and charterers. Vessel owners can list their vessels on the platform and get access to a larger customer base. Charterers can register their cargo and get matched to relevant vessel owners. Post matching, both parties can negotiate and finalize the terms of the deal on the platform and sign an electronic charter.",,,,,,,,,2016,,Greece,Kallithea,Yes,Funded,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
VesselFinder,,AIS vessel data solutions,Maritime,https://www.vesselfinder.com,"The products include Movement reports for AIS data on ship positions; Traffic density analysis for trends in specific port/area; Video simulation for video playback of vessel movements; Port Calls and event tracking for ship tracking. The price is based on the data quantity, frequency and additional processing required. They offer an application available on android and iOS platform.",,,,,,,,,2012,,Bulgaria,Sliven,No,Unfunded,,,,Emerging,,,,,,Data & AI,Port-Side Analytics,Old
Vesselports,,Maritime ship and port intelligence,Maritime,http://www.vesselports.com,"Vesselports provides a portal with ship and port information. It also allows a user to integrate data with their API for gold and silver subscriptions. Its customers include Marita Hellas, ShipService, Ship Catering among others. Its pricing is $99.99 for a bronze plan with a single license and 3 days forecast for the call of the port announcement, to gold plan at $499.99 giving unlimited access to vessel ports ship and voyage data, 10 accounts license and 100000 REST API calls per month.",,,,,,,,,2015,,Denmark,Copenhagen,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Vestrak,,Vessel tracking and fleet monitoring systems,,https://www.vestrak.com/,"VesTrak is a real-time vessel tracking and fleet monitoring software that provides decision support of passage plans. Platform enables users to track the vessel movement, find ports around the world and plan vessel’s voyage. Features like advanced vessel search, tracking movement history, passage plans & distance calculation between points on map, weather forecast, visual representation etc.",,,,,,,,,2012,,USA,Salt Lake City,,Undisclosed,,,,,,,,,,Supply chain optimisation,End-to-end supply chain transparency,Old
VIA,,Application development platform for the Energy industry,Energy,https://www.solvewithvia.com,"VIA provides an AI-based application development platform for Energy companies. It has developed a blockchain-based application, called Trusted Analytics Chain (TAC). It virtually aggregates company-wide data across any location and allows multiple Energy companies to pool their data (anonymously) for analysis. Leverages smart contracts to automate the exchange of algorithms and analysis results.",,,,,,,,,2016,,USA,Somerville,Yes,Seed,,7500000,,Emerging,,,,,,CO2 Transparency,CO2 Tracking,Old
Viant,,,,https://viant.io,"Model, Deploy and Track assets on the blockchain reliably, expediently and economically. Accelerate asset tracking use cases from idea to a block solution instantaneously.",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Viaopt,,Collaboration and consolidation platform for the trucking industry,Logistics,https://www.viaopt.com,"Viaopt is a collaboration and consolidation platform for the trucking industry. The collaborative shipping platform has a wide network of shippers on the platform, who can connect with each other and carriers for sharing trucking services. Carriers can combine partial truckloads from different shippers and consolidate their loads by matching high & low-density shipments together, allowing higher space and weight utilization of the truck.",,,,,,,,,2017,,USA,Palo Alto,Yes,Seed,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
ViGIE Go,,Asset tracking and temperature monitoring solution,,http://vigiego.com/,"ViGIE Go, a product of ViGIE Solutions provides a tracking and monitoring solution for temperature sensitive shipments. The solution consists of a data logger and tracking device and an online platform for monitoring and accessing the data acquired by the logger. The logger is available in two variants - a single use tracker named VIGIE GO 36d Single User and ViGIE GO 1Y Multiple with a memory capacity of 5000 recordings. It has a range of -40 to 60-degree Celsius",,,,,,,,,2016,,Portugal,Porto,,Undisclosed,,,,,,,,,,Supply chain optimisation,3.3 Smart containers,Old
Vip2Zip,,Blockchain-based carbon credit trading platform,Blockchain,http://gocarbondown.com,"VIP2ZIP (Very Important People to Zero Impact Person) is a blockchain-based carbon credit trading platform. It offers an iOS & Android app and an IoT sensor, which displays the amount of fuel or oil saved and rewards the users with ZIPCOINS.",,,,,,,,,2014,,Italy,Rome,No,Unfunded,,,,Emerging,,,,,,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old
Visedo/Danfoss,,,,visedo.com,EDITRON Technology for propulsion,,,,,,,,,,,,,,,,,,,,,,,,,,Old
We4Sea,,SaaS-based fuel monitoring solutions for marine industry,Maritime,https://www.we4sea.com,"We4Sea provides a big data fuel monitoring platform with a focus on reducing bunker costs and ship emissions. It gathers and analyzes vessel operation parameters that impact fuel efficiency to unearth insights. The firm's solutions are SaaS based and serves ship owners, equipment manufacturers, ship designers, and cargo owners.",,,,,,,,,2016,,Netherlands,Delft,No,Seed,,426688,,Emerging,,,,,,"infrastructure, vessel & Asset efficiency",Energy & Equipment Management,
